,J_CT3,J_CT6,J_CT5,J2a_15,J1_70,J1_40,J1_50,J1_51,J1_60,J1_61,J2c_12,J2c_14,Jb_53,J2c_11,J2c_13,J2a_20,J2a_30,J2a_33,J2a_23,J2a_41,J_CT1,J_CT2,J1_11,J1_30,J2b_21,J2b_40,J2b_30,J2b_31,J2b_50,J2b_41,J2c_10,J_CT4,J2b_10,J1_10,J1_20,J2a_31,J2a_32,J2a_21,J2a_22,J1-CLin,J2a_40,J1-MPA,J1_33,J1_31,RWtank_Top,J1_34,J2a_10,J2a_12,J2a_13,J2a_14,ER2_Top,ER1_Top,J2b_11,J2b_12,J2b_14,J2b_Leak,J2b_15,J2b_20,J2b_51,J2b_52,J2a_11,J1_32,SWaT,PUB,T1,T2,T0
15420,0.27258104,0.27258104,0.27258104,1.5525811,0.77258104,1.6060407,1.6060407,0.77258104,1.6060407,0.77258104,0.27258104,0.072581045,0.05258105,0.27258104,0.27258104,0.072581045,0.072581045,1.5525811,1.5525811,1.5525811,0.27258104,0.27258104,1.0760407,0.9160407,0.37937742,1.6793774,1.6793774,1.7725811,0.47258106,1.7725811,0.27258104,0.27258104,0.972581,9.2,4.04,0.072581045,1.372581,0.22128709,1.5212871,1.6560407,1.5525811,1.6560407,1.6560407,1.6560407,-0.49395928,1.6060407,1.472581,1.7725811,1.5525811,1.5525811,-0.5774189,-0.4287129,1.5525811,0.852581,0.852581,0.852581,0.14258105,1.4593774,1.5525811,1.5525811,1.472581,1.6560407,7.6293944e-08,3.8146972e-08,0.3212871,0.17258105,0.57604074
15480,0.27258104,0.27258104,0.27258104,1.5525811,0.77258104,1.6060408,1.6060408,0.77258104,1.6060408,0.77258104,0.27258104,0.072581045,0.05258105,0.27258104,0.27258104,0.072581045,0.072581045,1.5525811,1.5525811,1.5525811,0.27258104,0.27258104,1.0760409,0.91604084,0.30700308,1.6070031,1.6070031,1.7725811,0.47258106,1.7725811,0.27258104,0.27258104,0.972581,9.2,4.04,0.072581045,1.372581,0.22128694,1.521287,1.6560409,1.5525811,1.6560409,1.6560409,1.6560409,-0.49395913,1.6060408,1.472581,1.7725811,1.5525811,1.5525811,-0.5774189,-0.42871305,1.5525811,0.852581,0.852581,0.852581,0.14258105,1.3870031,1.5525811,1.5525811,1.472581,1.6560409,7.6293944e-08,3.8146972e-08,0.32128695,0.17258105,0.57604086
15540,0.2725809,0.2725809,0.2725809,1.552581,0.7725809,1.6060412,1.6060412,0.7725809,1.6060412,0.7725809,0.2725809,0.072580904,0.052580904,0.2725809,0.2725809,0.072580904,0.072580904,1.552581,1.552581,1.552581,0.2725809,0.2725809,1.0760411,0.91604114,0.46537438,1.7653744,1.7653744,1.7725809,0.4725809,1.7725809,0.2725809,0.2725809,0.9725809,9.2,4.04,0.072580904,1.3725809,0.22128694,1.521287,1.6560411,1.552581,1.6560411,1.6560411,1.6560411,-0.49395883,1.6060412,1.4725809,1.7725809,1.552581,1.552581,-0.5774191,-0.42871305,1.552581,0.8525809,0.8525809,0.8525809,0.1425809,1.5453744,1.552581,1.552581,1.4725809,1.6560411,7.6293944e-08,3.8146972e-08,0.32128695,0.1725809,0.57604116
15600,0.2725809,0.2725809,0.2725809,1.552581,0.7725809,1.6060413,1.6060413,0.7725809,1.6060413,0.7725809,0.2725809,0.072580904,0.052580904,0.2725809,0.2725809,0.072580904,0.072580904,1.552581,1.552581,1.552581,0.2725809,0.2725809,1.0760413,0.9160413,0.37937728,1.6793773,1.6793773,1.7725809,0.4725809,1.7725809,0.2725809,0.2725809,0.9725809,9.2,4.04,0.072580904,1.3725809,0.22128694,1.521287,1.6560413,1.552581,1.6560413,1.6560413,1.6560413,-0.4939587,1.6060413,1.4725809,1.7725809,1.552581,1.552581,-0.5774191,-0.42871305,1.552581,0.8525809,0.8525809,0.8525809,0.1425809,1.4593773,1.552581,1.552581,1.4725809,1.6560413,7.6293944e-08,3.8146972e-08,0.32128695,0.1725809,0.5760413
15660,0.2725809,0.2725809,0.2725809,1.552581,0.7725809,1.6060414,1.6060414,0.7725809,1.6060414,0.7725809,0.2725809,0.072580904,0.052580904,0.2725809,0.2725809,0.072580904,0.072580904,1.552581,1.552581,1.552581,0.2725809,0.2725809,1.0760415,0.91604143,0.26435146,1.5643514,1.5643514,1.7725809,0.4725809,1.7725809,0.2725809,0.2725809,0.9725809,9.2,4.04,0.072580904,1.3725809,0.22128694,1.521287,1.6560415,1.552581,1.6560415,1.6560415,1.6560415,-0.49395856,1.6060414,1.4725809,1.7725809,1.552581,1.552581,-0.5774191,-0.42871305,1.552581,0.8525809,0.8525809,0.8525809,0.1425809,1.3443514,1.552581,1.552581,1.4725809,1.6560415,7.6293944e-08,3.8146972e-08,0.32128695,0.1725809,0.57604146
15720,0.2725809,0.2725809,0.2725809,1.552581,0.7725809,1.6060416,1.6060416,0.7725809,1.6060416,0.7725809,0.2725809,0.072580904,0.052580904,0.2725809,0.2725809,0.072580904,0.072580904,1.552581,1.552581,1.552581,0.2725809,0.2725809,1.0760416,0.9160416,0.47222367,1.7722237,1.7722237,1.7725809,0.4725809,1.7725809,0.2725809,0.2725809,0.9725809,9.2,4.04,0.072580904,1.3725809,0.22128694,1.521287,1.6560416,1.552581,1.6560416,1.6560416,1.6560416,-0.4939584,1.6060416,1.4725809,1.7725809,1.552581,1.552581,-0.5774191,-0.42871305,1.552581,0.8525809,0.8525809,0.8525809,0.1425809,1.5522237,1.552581,1.552581,1.4725809,1.6560416,7.6293944e-08,3.8146972e-08,0.32128695,0.1725809,0.5760416
15780,0.2725809,0.2725809,0.2725809,1.552581,0.7725809,1.6060419,1.6060419,0.7725809,1.6060419,0.7725809,0.2725809,0.072580904,0.052580904,0.2725809,0.2725809,0.072580904,0.072580904,1.552581,1.552581,1.552581,0.2725809,0.2725809,1.0760419,0.9160419,0.37937728,1.6793773,1.6793773,1.7725809,0.4725809,1.7725809,0.2725809,0.2725809,0.9725809,9.2,4.04,0.072580904,1.3725809,0.22128694,1.521287,1.6560419,1.552581,1.6560419,1.6560419,1.6560419,-0.49395812,1.6060419,1.4725809,1.7725809,1.552581,1.552581,-0.5774191,-0.42871305,1.552581,0.8525809,0.8525809,0.8525809,0.1425809,1.4593773,1.552581,1.552581,1.4725809,1.6560419,7.6293944e-08,3.8146972e-08,0.32128695,0.1725809,0.5760419
15840,0.2725809,0.2725809,0.2725809,1.552581,0.7725809,1.606042,1.606042,0.7725809,1.606042,0.7725809,0.2725809,0.072580904,0.052580904,0.2725809,0.2725809,0.072580904,0.072580904,1.552581,1.552581,1.552581,0.2725809,0.2725809,1.076042,0.91604203,0.37937728,1.6793773,1.6793773,1.7725809,0.4725809,1.7725809,0.2725809,0.2725809,0.9725809,9.2,4.04,0.072580904,1.3725809,0.22128694,1.521287,1.656042,1.552581,1.656042,1.656042,1.656042,-0.49395797,1.606042,1.4725809,1.7725809,1.552581,1.552581,-0.5774191,-0.42871305,1.552581,0.8525809,0.8525809,0.8525809,0.1425809,1.4593773,1.552581,1.552581,1.4725809,1.656042,7.6293944e-08,3.8146972e-08,0.32128695,0.1725809,0.57604206
15900,0.27258074,0.27258074,0.27258074,1.5525807,0.77258074,1.6060421,1.6060421,0.77258074,1.6060421,0.77258074,0.27258074,0.072580755,0.05258076,0.27258074,0.27258074,0.072580755,0.072580755,1.5525807,1.5525807,1.5525807,0.27258074,0.27258074,1.0760422,0.91604215,0.3055908,1.6055908,1.6055908,1.7725807,0.47258076,1.7725807,0.27258074,0.27258074,0.97258073,9.2,4.04,0.072580755,1.3725808,0.22128694,1.521287,1.6560422,1.5525807,1.6560422,1.6560422,1.6560422,-0.49395782,1.6060421,1.4725808,1.7725807,1.5525807,1.5525807,-0.5774192,-0.42871305,1.5525807,0.8525808,0.8525808,0.8525808,0.14258076,1.3855908,1.5525807,1.5525807,1.4725808,1.6560422,7.6293944e-08,3.8146972e-08,0.32128695,0.17258076,0.5760422
15960,0.27258074,0.27258074,0.27258074,1.5525807,0.77258074,1.6060425,1.6060425,0.77258074,1.6060425,0.77258074,0.27258074,0.072580755,0.05258076,0.27258074,0.27258074,0.072580755,0.072580755,1.5525807,1.5525807,1.5525807,0.27258074,0.27258074,1.0760424,0.91604245,0.36864147,1.6686414,1.6686414,1.7725807,0.47258076,1.7725807,0.27258074,0.27258074,0.97258073,9.2,4.04,0.072580755,1.3725808,0.22128694,1.521287,1.6560425,1.5525807,1.6560425,1.6560425,1.6560425,-0.49395755,1.6060425,1.4725808,1.7725807,1.5525807,1.5525807,-0.5774192,-0.42871305,1.5525807,0.8525808,0.8525808,0.8525808,0.14258076,1.4486414,1.5525807,1.5525807,1.4725808,1.6560425,7.6293944e-08,3.8146972e-08,0.32128695,0.17258076,0.5760425
16020,0.27258074,0.27258074,0.27258074,1.5525807,0.77258074,1.6060426,1.6060426,0.77258074,1.6060426,0.77258074,0.27258074,0.072580755,0.05258076,0.27258074,0.27258074,0.072580755,0.072580755,1.5525807,1.5525807,1.5525807,0.27258074,0.27258074,1.0760427,0.9160426,0.60329413,1.9032941,1.9032941,1.7725807,0.47258076,1.7725807,0.27258074,0.27258074,0.97258073,9.2,4.04,0.072580755,1.3725808,0.22128694,1.521287,1.6560426,1.5525807,1.6560426,1.6560426,1.6560426,-0.4939574,1.6060426,1.4725808,1.7725807,1.5525807,1.5525807,-0.5774192,-0.42871305,1.5525807,0.8525808,0.8525808,0.8525808,0.14258076,1.6832942,1.5525807,1.5525807,1.4725808,1.6560426,7.6293944e-08,3.8146972e-08,0.32128695,0.17258076,0.5760426
16080,0.27258074,0.27258074,0.27258074,1.5525807,0.77258074,1.6060427,1.6060427,0.77258074,1.6060427,0.77258074,0.27258074,0.072580755,0.05258076,0.27258074,0.27258074,0.072580755,0.072580755,1.5525807,1.5525807,1.5525807,0.27258074,0.27258074,1.0760428,0.91604275,0.37937716,1.6793772,1.6793772,1.7725807,0.47258076,1.7725807,0.27258074,0.27258074,0.97258073,9.2,4.04,0.072580755,1.3725808,0.22128694,1.521287,1.6560428,1.5525807,1.6560428,1.6560428,1.6560428,-0.49395725,1.6060427,1.4725808,1.7725807,1.5525807,1.5525807,-0.5774192,-0.42871305,1.5525807,0.8525808,0.8525808,0.8525808,0.14258076,1.4593772,1.5525807,1.5525807,1.4725808,1.6560428,7.6293944e-08,3.8146972e-08,0.32128695,0.17258076,0.5760428
16140,0.27258074,0.27258074,0.27258074,1.5525807,0.77258074,1.6060431,1.6060431,0.77258074,1.6060431,0.77258074,0.27258074,0.072580755,0.05258076,0.27258074,0.27258074,0.072580755,0.072580755,1.5525807,1.5525807,1.5525807,0.27258074,0.27258074,1.076043,0.91604304,0.311965,1.611965,1.611965,1.7725807,0.47258076,1.7725807,0.27258074,0.27258074,0.97258073,9.2,4.04,0.072580755,1.3725808,0.22128694,1.521287,1.656043,1.5525807,1.656043,1.656043,1.656043,-0.49395695,1.6060431,1.4725808,1.7725807,1.5525807,1.5525807,-0.5774192,-0.42871305,1.5525807,0.8525808,0.8525808,0.8525808,0.14258076,1.391965,1.5525807,1.5525807,1.4725808,1.656043,7.6293944e-08,3.8146972e-08,0.32128695,0.17258076,0.57604307
16200,0.27258074,0.27258074,0.27258074,1.5525807,0.77258074,1.6060432,1.6060432,0.77258074,1.6060432,0.77258074,0.27258074,0.072580755,0.05258076,0.27258074,0.27258074,0.072580755,0.072580755,1.5525807,1.5525807,1.5525807,0.27258074,0.27258074,1.0760432,0.91604316,0.38713044,1.6871305,1.6871305,1.7725807,0.47258076,1.7725807,0.27258074,0.27258074,0.97258073,9.2,4.04,0.072580755,1.3725808,0.22128694,1.521287,1.6560432,1.5525807,1.6560432,1.6560432,1.6560432,-0.4939568,1.6060432,1.4725808,1.7725807,1.5525807,1.5525807,-0.5774192,-0.42871305,1.5525807,0.8525808,0.8525808,0.8525808,0.14258076,1.4671304,1.5525807,1.5525807,1.4725808,1.6560432,7.6293944e-08,3.8146972e-08,0.32128695,0.17258076,0.5760432
16260,0.27258062,0.27258062,0.27258062,1.5525806,0.7725806,1.6060433,1.6060433,0.7725806,1.6060433,0.7725806,0.27258062,0.07258061,0.052580614,0.27258062,0.27258062,0.07258061,0.07258061,1.5525806,1.5525806,1.5525806,0.27258062,0.27258062,1.0760434,0.91604334,0.379377,1.679377,1.679377,1.7725806,0.4725806,1.7725806,0.27258062,0.27258062,0.9725806,9.2,4.04,0.07258061,1.3725806,0.22128694,1.521287,1.6560433,1.5525806,1.6560433,1.6560433,1.6560433,-0.49395666,1.6060433,1.4725807,1.7725806,1.5525806,1.5525806,-0.5774194,-0.42871305,1.5525806,0.8525806,0.8525806,0.8525806,0.14258061,1.459377,1.5525806,1.5525806,1.4725807,1.6560433,7.6293944e-08,3.8146972e-08,0.32128695,0.17258061,0.5760433
16320,0.2662121,0.2662121,0.26512438,1.5525806,0.7725806,1.6060435,1.6060435,0.7725806,1.6060435,0.7725806,0.2662121,0.0662121,0.046212107,0.2662807,0.2662121,0.07258061,0.07258061,1.5520856,1.551732,1.5508374,0.2652908,0.26512438,1.0760435,0.91604346,0.37480402,1.674804,1.674804,1.7662121,0.4662121,1.7662121,0.26637867,0.2652908,0.9708374,9.2,4.04,0.07258061,1.3720856,0.22128694,1.521287,1.6560435,1.551244,1.6560435,1.6560435,1.6560435,-0.4939565,1.6060435,1.4725807,1.7725806,1.5525806,1.5525806,-0.5774194,-0.42871305,1.5482562,0.84802985,0.847252,0.8477646,0.13697964,1.4548041,1.5462121,1.5462121,1.4725807,1.6560435,7.6293944e-08,3.8146972e-08,0.32128695,0.17258061,0.5760435
16380,0.2628235,0.2628235,0.26198038,1.5477595,0.76775956,1.6060438,1.6060438,0.76775956,1.6060438,0.76775956,0.2628235,0.062823504,0.042823505,0.2628767,0.2628235,0.067759536,0.067759536,1.5473758,1.5471017,1.5464084,0.26210946,0.26198038,1.0760437,0.91604376,0.43339986,1.7333999,1.7333999,1.7628235,0.4628235,1.7628235,0.26295257,0.26210946,0.96640843,9.2,4.04,0.067759536,1.3673759,0.22128694,1.521287,1.6560438,1.5467236,1.6560438,1.6560438,1.6560438,-0.49395624,1.6060438,1.4677595,1.7677596,1.5477595,1.5477595,-0.58224046,-0.42871305,1.5444078,0.84423244,0.8436294,0.8440269,0.13341853,1.5133998,1.5428236,1.5428236,1.4677595,1.6560438,7.6293944e-08,3.8146972e-08,0.32128695,0.16775954,0.5760438
16440,0.2592794,0.2592794,0.25854862,1.5435582,0.7635582,1.6060439,1.6060439,0.7635582,1.6060439,0.7635582,0.2592794,0.05927939,0.03927939,0.25932547,0.2592794,0.0635582,0.0635582,1.5432255,1.5429881,1.5423869,0.25866053,0.25854862,1.076044,0.91604394,0.3473166,1.6473166,1.6473166,1.7592794,0.4592794,1.7592794,0.2593913,0.25866053,0.9623869,9.2,4.04,0.0635582,1.3632255,0.22128694,1.521287,1.6560439,1.5426601,1.6560439,1.6560439,1.6560439,-0.4939561,1.6060439,1.4635582,1.7635581,1.5435582,1.5435582,-0.5864418,-0.42871305,1.5406528,0.84050065,0.83997804,0.8403225,0.1297952,1.4273165,1.5392793,1.5392793,1.4635582,1.6560439,7.6293944e-08,3.8146972e-08,0.32128695,0.1635582,0.5760439
16500,0.25545013,0.25545013,0.2547295,1.5396688,0.75966877,1.606044,1.606044,0.75966877,1.606044,0.75966877,0.25545013,0.055450115,0.035450116,0.25549546,0.25545013,0.059668753,0.059668753,1.5393409,1.5391066,1.538514,0.25483984,0.2547295,1.0760441,0.91604406,0.27714023,1.5771402,1.5771402,1.7554501,0.45545012,1.7554501,0.25556043,0.25483984,0.95851403,9.2,4.04,0.059668753,1.3593409,0.22128694,1.521287,1.656044,1.5387833,1.656044,1.656044,1.656044,-0.49395594,1.606044,1.4596688,1.7596687,1.5396688,1.5396688,-0.59033126,-0.42871305,1.5368041,0.83665425,0.8361389,0.83647853,0.12595852,1.3571402,1.5354501,1.5354501,1.4596688,1.656044,7.6293944e-08,3.8146972e-08,0.32128695,0.15966876,0.5760441
16560,0.25167286,0.25167286,0.25096637,1.5358089,0.75580895,1.6060442,1.6060442,0.75580895,1.6060442,0.75580895,0.25167286,0.051672876,0.031672876,0.25171736,0.25167286,0.05580896,0.05580896,1.5354874,1.5352578,1.5346768,0.25107452,0.25096637,1.0760442,0.91604424,0.36051726,1.6605172,1.6605172,1.7516729,0.45167288,1.7516729,0.25178102,0.25107452,0.95467675,9.2,4.04,0.05580896,1.3554875,0.22128694,1.521287,1.6560442,1.5349408,1.6560442,1.6560442,1.6560442,-0.4939558,1.6060442,1.455809,1.755809,1.5358089,1.5358089,-0.594191,-0.42871305,1.5330005,0.8328535,0.8323483,0.83268124,0.122171395,1.4405173,1.5316728,1.5316728,1.455809,1.6560442,7.6293944e-08,3.8146972e-08,0.32128695,0.15580896,0.5760442
16620,0.24787733,0.24787733,0.24717475,1.5319902,0.75199014,1.6060445,1.6060445,0.75199014,1.6060445,0.75199014,0.24787733,0.047877323,0.027877323,0.24792151,0.24787733,0.051990155,0.051990155,1.5316705,1.531442,1.5308644,0.2472823,0.24717475,1.0760446,0.9160445,0.2758082,1.5758082,1.5758082,1.7478774,0.44787732,1.7478774,0.24798472,0.2472823,0.9508644,9.2,4.04,0.051990155,1.3516704,0.22128694,1.521287,1.6560445,1.531127,1.6560445,1.6560445,1.6560445,-0.4939555,1.6060445,1.4519901,1.7519902,1.5319902,1.5319902,-0.5980098,-0.42871305,1.5291973,0.82905126,0.8285488,0.8288799,0.11837293,1.3558081,1.5278773,1.5278773,1.4519901,1.6560445,7.6293944e-08,3.8146972e-08,0.32128695,0.15199016,0.5760445
16680,0.24411026,0.24411026,0.24341466,1.5281829,0.74818283,1.6060447,1.6060447,0.74818283,1.6060447,0.74818283,0.24411026,0.044110257,0.024110256,0.24415416,0.24411026,0.048182826,0.048182826,1.5278662,1.5276401,1.527068,0.2435212,0.24341466,1.0760447,0.91604465,0.35333773,1.6533377,1.6533377,1.7441102,0.44411024,1.7441102,0.24421678,0.2435212,0.9470681,9.2,4.04,0.048182826,1.3478663,0.22128694,1.521287,1.6560446,1.5273281,1.6560446,1.6560446,1.6560446,-0.49395534,1.6060447,1.4481828,1.7481828,1.5281829,1.5281829,-0.6018172,-0.42871305,1.5254174,0.8252727,0.82477534,0.8251032,0.11460122,1.4333377,1.5241102,1.5241102,1.4481828,1.6560446,7.6293944e-08,3.8146972e-08,0.32128695,0.14818282,0.5760446
16740,0.24034886,0.24034886,0.23965763,1.5243958,0.74439585,1.6060448,1.6060448,0.74439585,1.6060448,0.74439585,0.24034886,0.040348858,0.020348858,0.24039246,0.24034886,0.04439585,0.04439585,1.5240812,1.5238565,1.523288,0.23976342,0.23965763,1.0760448,0.9160448,0.3497682,1.6497682,1.6497682,1.7403488,0.44034886,1.7403488,0.24045466,0.23976342,0.9432881,9.2,4.04,0.04439585,1.3440812,0.22128694,1.521287,1.6560448,1.5235465,1.6560448,1.6560448,1.6560448,-0.4939552,1.6060448,1.4443959,1.7443959,1.5243958,1.5243958,-0.6056042,-0.42871305,1.5216478,0.821504,0.8210097,0.82133543,0.11083662,1.4297682,1.5203489,1.5203489,1.4443959,1.6560448,7.6293944e-08,3.8146972e-08,0.32128695,0.14439584,0.5760448
16800,0.23660955,0.23660955,0.23592427,1.5206217,0.7406217,1.6060449,1.6060449,0.7406217,1.6060449,0.7406217,0.23660955,0.036609553,0.016609551,0.23665272,0.23660955,0.04062166,0.04062166,1.5203098,1.520087,1.5195235,0.23602921,0.23592427,1.0760449,0.91604495,0.25072265,1.5507226,1.5507226,1.7366096,0.43660957,1.7366096,0.23671435,0.23602921,0.93952346,9.2,4.04,0.04062166,1.3403097,0.22128694,1.521287,1.656045,1.5197796,1.656045,1.656045,1.656045,-0.49395508,1.6060449,1.4406216,1.7406217,1.5206217,1.5206217,-0.60937834,-0.42871305,1.5178972,0.8177547,0.8172646,0.8175877,0.107093096,1.3307227,1.5166095,1.5166095,1.4406216,1.656045,7.6293944e-08,3.8146972e-08,0.32128695,0.14062166,0.5760449
16860,0.23286036,0.23286036,0.23217624,1.516865,0.73686504,1.6060452,1.6060452,0.73686504,1.6060452,0.73686504,0.23286036,0.03286036,0.0128603615,0.23290338,0.23286036,0.03686506,0.03686506,1.5165538,1.5163313,1.5157689,0.23228104,0.23217624,1.0760453,0.91604525,0.22233237,1.5223323,1.5223323,1.7328603,0.43286037,1.7328603,0.232965,0.23228104,0.9357689,9.2,4.04,0.03686506,1.3365537,0.22128694,1.521287,1.6560452,1.5160246,1.6560452,1.6560452,1.6560452,-0.49395478,1.6060452,1.4368651,1.736865,1.516865,1.516865,-0.6131349,-0.42871305,1.5141457,0.8140033,0.81351423,0.81383663,0.10334303,1.3023324,1.5128604,1.5128604,1.4368651,1.6560452,7.6293944e-08,3.8146972e-08,0.32128695,0.13686506,0.5760452
16920,0.229118,0.229118,0.22843592,1.5131121,0.7331121,1.6060454,1.6060454,0.7331121,1.6060454,0.7331121,0.229118,0.029118003,0.009118003,0.22916102,0.229118,0.03311209,0.03311209,1.5128016,1.51258,1.5120188,0.22854027,0.22843592,1.0760454,0.91604537,0.3391158,1.6391158,1.6391158,1.729118,0.429118,1.729118,0.2292225,0.22854027,0.9320188,9.2,4.04,0.03311209,1.3328017,0.22128694,1.521287,1.6560453,1.5122739,1.6560453,1.6560453,1.6560453,-0.49395463,1.6060454,1.4331121,1.7331121,1.5131121,1.5131121,-0.6168879,-0.42871305,1.5104,0.81025803,0.8097703,0.8100918,0.09959952,1.4191158,1.509118,1.509118,1.4331121,1.6560453,7.6293944e-08,3.8146972e-08,0.32128695,0.13311209,0.5760454
16980,0.2253704,0.2253704,0.22468819,1.5093646,0.72936463,1.6060455,1.6060455,0.72936463,1.6060455,0.72936463,0.2253704,0.025370412,0.005370412,0.22541343,0.2253704,0.029364645,0.029364645,1.5090542,1.5088325,1.5082715,0.22479269,0.22468819,1.0760455,0.91604555,0.33556527,1.6355653,1.6355653,1.7253704,0.42537042,1.7253704,0.22547476,0.22479269,0.9282714,9.2,4.04,0.029364645,1.3290542,0.22128694,1.521287,1.6560456,1.5085263,1.6560456,1.6560456,1.6560456,-0.49395448,1.6060455,1.4293647,1.7293646,1.5093646,1.5093646,-0.62063533,-0.42871305,1.5066525,0.80651045,0.8060225,0.8063442,0.09585178,1.4155653,1.5053704,1.5053704,1.4293647,1.6560456,7.6293944e-08,3.8146972e-08,0.32128695,0.12936464,0.5760455
17040,0.2216343,0.2216343,0.22095397,1.505617,0.72561705,1.6060456,1.6060456,0.72561705,1.6060456,0.72561705,0.2216343,0.021634303,0.0016343029,0.22167718,0.2216343,0.025617054,0.025617054,1.5053074,1.5050864,1.5045269,0.22105817,0.22095397,1.0760456,0.91604567,0.33729002,1.63729,1.63729,1.7216343,0.42163432,1.7216343,0.22173837,0.22105817,0.9245269,9.2,4.04,0.025617054,1.3253075,0.22128694,1.521287,1.6560457,1.5047812,1.6560457,1.6560457,1.6560457,-0.49395433,1.6060456,1.4256171,1.725617,1.505617,1.505617,-0.624383,-0.42871305,1.5029125,0.80277115,0.80228454,0.80260515,0.09211436,1.4172901,1.5016344,1.5016344,1.4256171,1.6560457,7.6293944e-08,3.8146972e-08,0.32128695,0.12561706,0.5760457
17100,0.21790051,0.21790051,0.21722178,1.5018753,0.72187525,1.606046,1.606046,0.72187525,1.606046,0.72187525,0.21790051,0.01790052,-0.0020994807,0.2179434,0.21790051,0.021875277,0.021875277,1.5015664,1.5013456,1.5007874,0.2173257,0.21722178,1.076046,0.91604596,0.32848373,1.6284838,1.6284838,1.7179005,0.41790053,1.7179005,0.21800458,0.2173257,0.9207874,9.2,4.04,0.021875277,1.3215665,0.22128694,1.521287,1.6560459,1.5010412,1.6560459,1.6560459,1.6560459,-0.49395403,1.606046,1.4218752,1.7218753,1.5018753,1.5018753,-0.6281247,-0.42871305,1.4991763,0.7990351,0.7985496,0.79886967,0.0883797,1.4084837,1.4979005,1.4979005,1.4218752,1.6560459,7.6293944e-08,3.8146972e-08,0.32128695,0.12187528,0.57604593
17160,0.21419086,0.21419086,0.21351677,1.4981377,0.71813774,1.6060461,1.6060461,0.71813774,1.6060461,0.71813774,0.21419086,0.014190862,-0.005809138,0.2142333,0.21419086,0.018137714,0.018137714,1.4978309,1.4976118,1.4970574,0.21361996,0.21351677,1.0760461,0.9160461,0.32496274,1.6249627,1.6249627,1.7141908,0.41419086,1.7141908,0.21429405,0.21361996,0.9170574,9.2,4.04,0.018137714,1.3178309,0.22128694,1.521287,1.6560462,1.4973093,1.6560462,1.6560462,1.6560462,-0.4939539,1.6060461,1.4181377,1.7181377,1.4981377,1.4981377,-0.6318623,-0.42871305,1.4954576,0.7953174,0.7948353,0.795153,0.08466656,1.4049628,1.4941908,1.4941908,1.4181377,1.6560462,7.6293944e-08,3.8146972e-08,0.32128695,0.11813772,0.5760461
17220,0.21049923,0.21049923,0.20983052,1.4944142,0.71441424,1.6060462,1.6060462,0.71441424,1.6060462,0.71441424,0.21049923,0.010499227,-0.009500774,0.21054138,0.21049923,0.014414249,0.014414249,1.4941099,1.4938924,1.4933425,0.20993283,0.20983052,1.0760462,0.91604626,0.32145786,1.6214578,1.6214578,1.7104992,0.41049922,1.7104992,0.21060155,0.20993283,0.91334254,9.2,4.04,0.014414249,1.3141099,0.22128694,1.521287,1.6560463,1.4935925,1.6560463,1.6560463,1.6560463,-0.49395376,1.6060462,1.4144143,1.7144142,1.4944142,1.4944142,-0.6355857,-0.42871305,1.4917557,0.7916166,0.7911384,0.79145366,0.080971,1.4014579,1.4904993,1.4904993,1.4144143,1.6560463,7.6293944e-08,3.8146972e-08,0.32128695,0.11441425,0.5760462
17280,0.2068964,0.2068964,0.20624556,1.4907069,0.7107069,1.6060464,1.6060464,0.7107069,1.6060464,0.7107069,0.2068964,0.0068963943,-0.013103605,0.20693739,0.2068964,0.010706917,0.010706917,1.4904107,1.4901992,1.489664,0.20634513,0.20624556,1.0760463,0.9160464,0.31802043,1.6180204,1.6180204,1.7068964,0.40689638,1.7068964,0.20699595,0.20634513,0.909664,9.2,4.04,0.010706917,1.3104107,0.2212868,1.5212868,1.6560464,1.4899073,1.6560464,1.6560464,1.6560464,-0.49395362,1.6060464,1.4107069,1.710707,1.4907069,1.4907069,-0.6392931,-0.4287132,1.4881195,0.78798395,0.7875186,0.7878254,0.07735567,1.3980204,1.4868964,1.4868964,1.4107069,1.6560464,7.6293944e-08,3.8146972e-08,0.3212868,0.11070692,0.5760464
